alert,cdi,code,detail,dmin,felt,gap,ids,mag,magType,mmi,net,nst,place,rms,sig,sources,status,time,title,tsunami,type,types,tz,updated,url
,2.2,2020047034,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020047034&format=geojson,0.6907,2.0,318.0,",us70007rfv,pr2020047034,",3.09,md,,pr,12.0,"81km NW of San Antonio, Puerto Rico",0.48,147,",us,pr,",reviewed,1581884982780,"M 3.1 - 81km NW of San Antonio, Puerto Rico",0,earthquake,",dyfi,geoserve,origin,phase-data,",-300,1581914731228,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020047034
,,2020047033,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020047033&format=geojson,0.1109,,234.0,",pr2020047033,",1.86,md,,pr,9.0,"4km SE of La Parguera, Puerto Rico",0.14,53,",pr,",reviewed,1581884560890,"M 1.9 - 4km SE of La Parguera, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240,1581885609316,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020047033
,,70871034,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av70871034&format=geojson,0.07086,,233.0,",av70871034,",-0.61,ml,,av,4.0,"100km NNW of Larsen Bay, Alaska",0.02,0,",av,",reviewed,1581884551350,"M -0.6 - 100km NNW of Larsen Bay, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1582063145140,https://earthquake.usgs.gov/earthquakes/eventpage/av70871034
,,71385927,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv71385927&format=geojson,0.01232,,65.0,",hv71385927,",1.91,md,,hv,16.0,"5km WSW of Volcano, Hawaii",0.15,56,",hv,",automatic,1581884131230,"M 1.9 - 5km WSW of Volcano, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600,1581884307830,https://earthquake.usgs.gov/earthquakes/eventpage/hv71385927
,2.0,2020047032,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020047032&format=geojson,0.0712,2.0,231.0,",us70007rfn,pr2020047032,",2.78,md,,pr,13.0,"5km SSW of Indios, Puerto Rico",0.08,119,",us,pr,",reviewed,1581884067640,"M 2.8 - 5km SSW of Indios, Puerto Rico",0,earthquake,",dyfi,geoserve,origin,phase-data,",-240,1581913024141,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020047032
,,39073807,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39073807&format=geojson,0.04417,,44.0,",ci39073807,",0.9,ml,,ci,28.0,"3km NW of Glen Avon, CA",0.15,12,",ci,",reviewed,1581883974770,"M 0.9 - 3km NW of Glen Avon, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582050873515,https://earthquake.usgs.gov/earthquakes/eventpage/ci39073807
,,02026288lv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02026288lv&format=geojson,,,,",ak02026288lv,",1.3,ml,,ak,,"49km ENE of Cape Yakataga, Alaska",0.42,26,",ak,",reviewed,1581883853919,"M 1.3 - 49km ENE of Cape Yakataga, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1582656956338,https://earthquake.usgs.gov/earthquakes/eventpage/ak02026288lv
,,73341950,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73341950&format=geojson,0.0366,,107.0,",nc73341950,",1.68,md,,nc,31.0,"20km SE of Pinnacles, CA",0.19,43,",nc,",reviewed,1581883805470,"M 1.7 - 20km SE of Pinnacles, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582077242731,https://earthquake.usgs.gov/earthquakes/eventpage/nc73341950
,,0202627src,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202627src&format=geojson,,,,",ak0202627src,",1.6,ml,,ak,,"58km E of Cape Yakataga, Alaska",0.23,39,",ak,",reviewed,1581883725348,"M 1.6 Ice Quake - 58km E of Cape Yakataga, Alaska",0,ice quake,",geoserve,origin,phase-data,",-540,1582656955628,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202627src
,,0202626bnd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202626bnd&format=geojson,,,,",ak0202626bnd,",1.2,ml,,ak,,"16km WSW of Talkeetna, Alaska",0.55,22,",ak,",reviewed,1581883322158,"M 1.2 - 16km WSW of Talkeetna, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1582656954507,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202626bnd
,,2020047031,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020047031&format=geojson,0.1335,,254.0,",pr2020047031,",2.63,md,,pr,12.0,"15km SSE of Guanica, Puerto Rico",0.12,106,",pr,",reviewed,1581883083770,"M 2.6 - 15km SSE of Guanica, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240,1581883857301,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020047031
,,73341930,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73341930&format=geojson,0.1494,,208.0,",nc73341930,",1.53,md,,nc,9.0,"10km WSW of Chester, CA",0.13,36,",nc,",reviewed,1581882589000,"M 1.5 - 10km WSW of Chester, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582068243538,https://earthquake.usgs.gov/earthquakes/eventpage/nc73341930
,,00717239,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00717239&format=geojson,0.346,,83.24,",nn00717239,",1.7,ml,,nn,6.0,"27km WSW of Hawthorne, Nevada",0.1688,44,",nn,",reviewed,1581882144734,"M 1.7 - 27km WSW of Hawthorne, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480,1581905385915,https://earthquake.usgs.gov/earthquakes/eventpage/nn00717239
,,020261sp8i,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak020261sp8i&format=geojson,,,,",ak020261sp8i,",0.5,ml,,ak,,"70km ENE of Cape Yakataga, Alaska",0.39,4,",ak,",reviewed,1581881884709,"M 0.5 - 70km ENE of Cape Yakataga, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1582656953777,https://earthquake.usgs.gov/earthquakes/eventpage/ak020261sp8i
,,39073783,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39073783&format=geojson,0.1048,,89.0,",ci39073783,",1.24,ml,,ci,15.0,"22km N of Searles Valley, CA",0.12,24,",ci,",automatic,1581881516550,"M 1.2 - 22km N of Searles Valley, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1581881742461,https://earthquake.usgs.gov/earthquakes/eventpage/ci39073783
,,39073775,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39073775&format=geojson,0.1139,,117.0,",ci39073775,",1.21,ml,,ci,15.0,"5km N of Boron, CA",0.19,23,",ci,",automatic,1581881443080,"M 1.2 Quarry Blast - 5km N of Boron, CA",0,quarry blast,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1581881666452,https://earthquake.usgs.gov/earthquakes/eventpage/ci39073775
,,020261r03s,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak020261r03s&format=geojson,,,,",ak020261r03s,",1.3,ml,,ak,,"27km W of Cantwell, Alaska",0.51,26,",ak,",reviewed,1581881408689,"M 1.3 - 27km W of Cantwell, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1582656952951,https://earthquake.usgs.gov/earthquakes/eventpage/ak020261r03s
,,73341920,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73341920&format=geojson,0.007321,,111.0,",nc73341920,",0.57,md,,nc,8.0,"9km WNW of Cobb, CA",0.01,5,",nc,",automatic,1581881257530,"M 0.6 - 9km WNW of Cobb, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1581883563361,https://earthquake.usgs.gov/earthquakes/eventpage/nc73341920
,,73341910,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73341910&format=geojson,0.01005,,112.0,",nc73341910,",0.56,md,,nc,8.0,"7km WNW of Cobb, CA",0.01,5,",nc,",automatic,1581881112000,"M 0.6 - 7km WNW of Cobb, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1581888602851,https://earthquake.usgs.gov/earthquakes/eventpage/nc73341910
,,39073767,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39073767&format=geojson,0.09821,,98.0,",ci39073767,",1.3,ml,,ci,21.0,"15km SW of Searles Valley, CA",0.16,26,",ci,",automatic,1581880038080,"M 1.3 - 15km SW of Searles Valley, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1581880696310,https://earthquake.usgs.gov/earthquakes/eventpage/ci39073767
,,60360202,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60360202&format=geojson,0.07674,,241.0,",uu60360202,",0.26,md,,uu,8.0,"23km NE of West Yellowstone, Montana",0.08,1,",uu,",reviewed,1581879701310,"M 0.3 - 23km NE of West Yellowstone, Montana",0,earthquake,",geoserve,origin,phase-data,",-420,1582035950990,https://earthquake.usgs.gov/earthquakes/eventpage/uu60360202
,,73341905,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73341905&format=geojson,0.004531,,144.0,",nc73341905,",0.8,md,,nc,17.0,"12km NW of The Geysers, CA",0.01,10,",nc,",automatic,1581879631630,"M 0.8 - 12km NW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1581886984708,https://earthquake.usgs.gov/earthquakes/eventpage/nc73341905
,,62136886,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av62136886&format=geojson,0.007559,,102.0,",av62136886,",1.18,ml,,av,8.0,"94km ESE of Old Iliamna, Alaska",0.2,21,",av,",reviewed,1581879243640,"M 1.2 - 94km ESE of Old Iliamna, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1582061905460,https://earthquake.usgs.gov/earthquakes/eventpage/av62136886
,,71385822,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv71385822&format=geojson,0.03885,,137.0,",hv71385822,",1.81,md,,hv,37.0,"15km SE of Volcano, Hawaii",0.33,50,",hv,",automatic,1581878714620,"M 1.8 - 15km SE of Volcano, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600,1581878901420,https://earthquake.usgs.gov/earthquakes/eventpage/hv71385822
,,02026185z9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02026185z9&format=geojson,,,,",ak02026185z9,",1.2,ml,,ak,,"19km SW of Talkeetna, Alaska",0.33,22,",ak,",reviewed,1581878570999,"M 1.2 - 19km SW of Talkeetna, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1582656951745,https://earthquake.usgs.gov/earthquakes/eventpage/ak02026185z9
,,39073759,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39073759&format=geojson,0.06224,,83.0,",ci39073759,",0.71,ml,,ci,12.0,"20km ESE of Little Lake, CA",0.08,8,",ci,",reviewed,1581878544860,"M 0.7 - 20km ESE of Little Lake, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582051177539,https://earthquake.usgs.gov/earthquakes/eventpage/ci39073759
,,73341900,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73341900&format=geojson,0.01604,,38.0,",nc73341900,",1.53,md,,nc,47.0,"8km NW of The Geysers, CA",0.04,36,",nc,",reviewed,1581877942750,"M 1.5 - 8km NW of The Geysers, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582335242621,https://earthquake.usgs.gov/earthquakes/eventpage/nc73341900
,,70007rex,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70007rex&format=geojson,0.164,,228.0,",us70007rex,",2.7,ml,,us,,"12km S of Guanica, Puerto Rico",0.59,112,",us,",reviewed,1581877920294,"M 2.7 - 12km S of Guanica, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240,1581883679040,https://earthquake.usgs.gov/earthquakes/eventpage/us70007rex
,,2020047030,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020047030&format=geojson,0.0314,,206.0,",pr2020047030,",2.33,md,,pr,12.0,"4km ESE of Maria Antonia, Puerto Rico",0.14,84,",pr,",reviewed,1581877779180,"M 2.3 - 4km ESE of Maria Antonia, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240,1581878519479,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020047030
,,0202614aft,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202614aft&format=geojson,,,,",av62136881,ak0202614aft,",2.2,ml,,ak,,"42km ENE of Adak, Alaska",0.6,74,",av,ak,",reviewed,1581877457906,"M 2.2 - 42km ENE of Adak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600,1582656951049,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202614aft
,,73341895,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73341895&format=geojson,0.01047,,78.0,",nc73341895,",0.29,md,,nc,15.0,"4km NW of The Geysers, CA",0.02,1,",nc,",reviewed,1581877229220,"M 0.3 - 4km NW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582331163142,https://earthquake.usgs.gov/earthquakes/eventpage/nc73341895
,,73341890,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73341890&format=geojson,0.009947,,67.0,",nc73341890,",0.9,md,,nc,19.0,"7km NW of The Geysers, CA",0.01,12,",nc,",automatic,1581876946890,"M 0.9 - 7km NW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1581882063209,https://earthquake.usgs.gov/earthquakes/eventpage/nc73341890
,,71385782,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv71385782&format=geojson,0.0608,,195.0,",hv71385782,",2.04,md,,hv,34.0,"1km ESE of Pahala, Hawaii",0.1,64,",hv,",automatic,1581876859960,"M 2.0 - 1km ESE of Pahala, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600,1581877065210,https://earthquake.usgs.gov/earthquakes/eventpage/hv71385782
,,0202611lcr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202611lcr&format=geojson,,,,",ak0202611lcr,",1.3,ml,,ak,,"73km WSW of Talkeetna, Alaska",0.63,26,",ak,",reviewed,1581876716552,"M 1.3 - 73km WSW of Talkeetna, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1582656949411,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202611lcr
,,020260zo5k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak020260zo5k&format=geojson,,,,",ak020260zo5k,",1.6,ml,,ak,,"67km SSW of Kobuk, Alaska",0.48,39,",ak,",reviewed,1581876178226,"M 1.6 - 67km SSW of Kobuk, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1582656950299,https://earthquake.usgs.gov/earthquakes/eventpage/ak020260zo5k
,3.1,70007rei,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70007rei&format=geojson,1.06,1.0,74.0,",us70007rei,",4.7,mb,,us,,"21km ESE of Saray, Turkey",1.06,340,",us,",reviewed,1581876135605,"M 4.7 - 21km ESE of Saray, Turkey",0,earthquake,",dyfi,geoserve,origin,phase-data,",210,1581899900585,https://earthquake.usgs.gov/earthquakes/eventpage/us70007rei
,,020260z5ze,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak020260z5ze&format=geojson,,,,",ak020260z5ze,",1.3,ml,,ak,,"46km S of Redoubt Volcano, Alaska",0.32,26,",ak,",reviewed,1581876025143,"M 1.3 - 46km S of Redoubt Volcano, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1582656948530,https://earthquake.usgs.gov/earthquakes/eventpage/ak020260z5ze
,,73341885,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73341885&format=geojson,0.02572,,112.0,",nc73341885,",1.37,md,,nc,30.0,"25km NW of Parkfield, CA",0.07,29,",nc,",reviewed,1581875916640,"M 1.4 - 25km NW of Parkfield, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582342262403,https://earthquake.usgs.gov/earthquakes/eventpage/nc73341885
,,39073751,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39073751&format=geojson,0.08714,,22.0,",ci39073751,",1.64,ml,,ci,53.0,"8km N of Claremont, CA",0.21,41,",ci,",reviewed,1581875552280,"M 1.6 - 8km N of Claremont, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582051204400,https://earthquake.usgs.gov/earthquakes/eventpage/ci39073751
,,73341880,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73341880&format=geojson,0.1083,,118.0,",nc73341880,",0.86,md,,nc,13.0,"15km S of Mammoth Lakes, CA",0.12,11,",nc,",reviewed,1581875464390,"M 0.9 - 15km S of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582055703186,https://earthquake.usgs.gov/earthquakes/eventpage/nc73341880
,,71385752,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv71385752&format=geojson,0.05999,,193.0,",hv71385752,",2.03,md,,hv,41.0,"4km ESE of Pahala, Hawaii",0.12,63,",hv,",automatic,1581875388560,"M 2.0 - 4km ESE of Pahala, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600,1581875584220,https://earthquake.usgs.gov/earthquakes/eventpage/hv71385752
,2.2,70007re5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70007re5&format=geojson,0.252,2.0,54.0,",us70007re5,",2.9,ml,,us,,"38km WSW of Mentone, Texas",0.98,130,",us,",reviewed,1581874909433,"M 2.9 - 38km WSW of Mentone, Texas",0,earthquake,",dyfi,geoserve,origin,phase-data,",-360,1581912740605,https://earthquake.usgs.gov/earthquakes/eventpage/us70007re5
,,39073743,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39073743&format=geojson,0.1108,,83.0,",ci39073743,",1.08,ml,,ci,14.0,"28km E of Coso Junction, CA",0.09,18,",ci,",reviewed,1581874765100,"M 1.1 - 28km E of Coso Junction, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582051192548,https://earthquake.usgs.gov/earthquakes/eventpage/ci39073743
,,2020047029,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020047029&format=geojson,0.1236,,251.0,",pr2020047029,",1.79,md,,pr,7.0,"14km SSE of Guanica, Puerto Rico",0.07,49,",pr,",reviewed,1581874746090,"M 1.8 - 14km SSE of Guanica, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240,1581877460222,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020047029
,,00717238,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00717238&format=geojson,0.339,,80.05,",nn00717238,",1.4,ml,,nn,5.0,"30km SW of Hawthorne, Nevada",0.1071,30,",nn,",reviewed,1581874571430,"M 1.4 - 30km SW of Hawthorne, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480,1581905383837,https://earthquake.usgs.gov/earthquakes/eventpage/nn00717238
,,39073735,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39073735&format=geojson,0.03451,,83.0,",ci39073735,",0.35,ml,,ci,12.0,"13km WNW of Anza, CA",0.12,2,",ci,",reviewed,1581874359490,"M 0.4 - 13km WNW of Anza, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582051206550,https://earthquake.usgs.gov/earthquakes/eventpage/ci39073735
,,2020047027,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020047027&format=geojson,0.1012,,235.0,",pr2020047027,",1.87,md,,pr,7.0,"7km WSW of Guanica, Puerto Rico",0.09,54,",pr,",reviewed,1581874328430,"M 1.9 - 7km WSW of Guanica, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240,1581876094815,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020047027
,,2020dhjr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2020dhjr&format=geojson,0.0449911712,,105.0,",ok2020dhjr,",1.77,ml,,ok,40.0,"21km ENE of Mooreland, Oklahoma",0.13,48,",ok,",reviewed,1581874008700,"M 1.8 - 21km ENE of Mooreland, Oklahoma",0,earthquake,",geoserve,origin,phase-data,",-360,1581957935268,https://earthquake.usgs.gov/earthquakes/eventpage/ok2020dhjr
,,70007rdv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70007rdv&format=geojson,18.875,,95.0,",us70007rdv,",4.3,mb,,us,,"168km N of Qulansiyah, Yemen",1.11,284,",us,",reviewed,1581873708352,"M 4.3 - 168km N of Qulansiyah, Yemen",0,earthquake,",geoserve,origin,phase-data,",240,1581879520040,https://earthquake.usgs.gov/earthquakes/eventpage/us70007rdv
,,73341875,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73341875&format=geojson,0.007334,,94.0,",nc73341875,",1.0,md,,nc,20.0,"13km WNW of Toms Place, CA",0.04,15,",nc,",reviewed,1581873623500,"M 1.0 - 13km WNW of Toms Place, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582335543653,https://earthquake.usgs.gov/earthquakes/eventpage/nc73341875
,,2020047028,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020047028&format=geojson,0.077,,213.0,",pr2020047028,",2.43,md,,pr,12.0,"7km S of Indios, Puerto Rico",0.14,91,",pr,",reviewed,1581873509630,"M 2.4 - 7km S of Indios, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240,1581876166759,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020047028
,,2020dhjh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2020dhjh&format=geojson,0.0188962919,,84.0,",ok2020dhjh,",0.4,ml,,ok,28.0,"10km NW of Pawnee, Oklahoma",0.16,2,",ok,",reviewed,1581873356240,"M 0.4 - 10km NW of Pawnee, Oklahoma",0,earthquake,",geoserve,origin,phase-data,",-360,1581960029714,https://earthquake.usgs.gov/earthquakes/eventpage/ok2020dhjh
,,80382154,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80382154&format=geojson,0.204,,208.0,",mb80382154,",0.01,md,,mb,6.0,"29km E of Polson, Montana",0.04,0,",mb,",reviewed,1581873305560,"M 0.0 - 29km E of Polson, Montana",0,earthquake,",geoserve,origin,phase-data,",-420,1582050380400,https://earthquake.usgs.gov/earthquakes/eventpage/mb80382154
